fixture_id,season_id,competition_id,actual_result,actual_score,v4_p_h,v4_p_d,v4_p_a,e10_p_h,e10_p_d,e10_p_a,abs_elo_diff,lambda_home,lambda_away
103372507,4634,419,H,1-0,0.7564,0.1548,0.0888,0.7505,0.1665,0.083,392.2,2.464,0.72
103372508,4724,499,D,1-1,0.3794,0.2336,0.3869,0.3711,0.2502,0.3786,152.3,1.599,1.616
103372509,4629,200,H,4-1,0.554,0.2267,0.2193,0.5455,0.2437,0.2108,208.8,1.852,1.081
103372510,4675,477,H,2-1,0.3733,0.2524,0.3744,0.3497,0.2996,0.3507,7.0,1.403,1.405
103372511,4634,419,D,1-1,0.4119,0.2785,0.3096,0.4015,0.2994,0.2991,156.6,1.277,1.068
103372512,4724,499,A,0-4,0.1198,0.1751,0.7051,0.1132,0.1883,0.6985,292.5,0.845,2.324
103372513,4675,477,A,2-3,0.6363,0.1921,0.1716,0.6294,0.206,0.1646,332.9,2.256,1.09
103372514,4629,200,D,1-1,0.5669,0.2176,0.2156,0.5588,0.2336,0.2075,287.4,1.965,1.133
103372515,4634,419,H,3-1,0.3393,0.2721,0.3887,0.3212,0.3092,0.3695,62.7,1.179,1.282
103372516,4675,477,D,2-2,0.4626,0.2533,0.2842,0.4529,0.2725,0.2745,178.3,1.537,1.149
103372517,4724,499,D,1-1,0.2011,0.2335,0.5654,0.1922,0.2513,0.5565,200.5,0.949,1.764
103372518,4629,200,A,1-2,0.3412,0.269,0.3899,0.3266,0.2987,0.3747,85.8,1.204,1.306
103372519,4629,200,D,0-0,0.6542,0.2077,0.1381,0.6463,0.2235,0.1302,261.4,1.957,0.766
103372520,4629,200,H,3-1,0.2344,0.2428,0.5228,0.2218,0.2723,0.5059,77.7,1.036,1.673
103372521,4634,419,D,2-2,0.3386,0.281,0.3803,0.3168,0.3262,0.3571,43.7,1.124,1.209
103372522,4629,200,A,2-3,0.4509,0.2492,0.2998,0.4415,0.2681,0.2904,172.1,1.563,1.229
103372523,4724,499,H,3-2,0.6653,0.1923,0.1424,0.658,0.2068,0.1351,371.3,2.164,0.889
103372524,4629,200,A,0-3,0.3084,0.2593,0.4324,0.2863,0.3085,0.4052,11.8,1.183,1.45
103372525,4634,419,D,2-2,0.2121,0.2242,0.5637,0.2037,0.241,0.5553,261.0,1.064,1.878
103372526,4724,499,H,2-0,0.3715,0.274,0.3545,0.3537,0.3092,0.337,69.2,1.237,1.201
103372527,4675,477,H,2-1,0.6141,0.1906,0.1952,0.6077,0.2035,0.1888,193.7,2.344,1.266
103372528,4634,419,D,1-1,0.4597,0.2713,0.269,0.4406,0.3057,0.2537,71.8,1.386,0.992
103372529,4724,499,A,0-2,0.318,0.2675,0.4145,0.3007,0.3042,0.3951,62.5,1.155,1.359
103372530,4629,200,A,0-1,0.3898,0.2566,0.3536,0.3795,0.2772,0.3434,140.5,1.402,1.323
103372531,4634,419,H,4-0,0.6842,0.1839,0.1319,0.6773,0.1977,0.125,322.4,2.247,0.875
103372532,4675,477,D,1-1,0.6884,0.182,0.1297,0.6815,0.1957,0.1228,254.5,2.266,0.872
103372533,4675,477,D,1-1,0.5185,0.2377,0.2438,0.5095,0.2556,0.2348,174.3,1.728,1.109
103372534,4675,477,H,5-2,0.4404,0.2387,0.3209,0.4297,0.2596,0.3107,111.7,1.657,1.383
103372535,4675,477,D,2-2,0.4374,0.259,0.3036,0.4255,0.2821,0.2924,114.7,1.459,1.171
103372536,4724,499,A,2-3,0.415,0.2566,0.3283,0.4015,0.2829,0.3156,94.3,1.446,1.258
103372537,4634,419,A,0-1,0.2821,0.2616,0.4563,0.2689,0.2902,0.441,88.0,1.088,1.459
103372538,4629,200,A,1-2,0.2788,0.259,0.4622,0.2649,0.2896,0.4455,79.3,1.094,1.486
103372539,4634,419,A,1-3,0.538,0.2433,0.2186,0.5288,0.2619,0.2094,209.6,1.668,0.968
103372540,4724,499,H,2-0,0.5888,0.2261,0.1851,0.5801,0.2433,0.1765,297.7,1.831,0.918
103372541,4675,477,H,2-1,0.7765,0.1399,0.0836,0.7713,0.1504,0.0784,407.4,2.69,0.782
103372542,4724,499,A,0-2,0.3959,0.2834,0.3206,0.3701,0.3321,0.2978,34.4,1.221,1.068
104036583,4630,423,H,2-0,0.4264,0.2337,0.3399,0.4091,0.2665,0.3244,51.8,1.694,1.491
104988750,4630,423,H,3-1,0.6257,0.1984,0.1759,0.6185,0.2129,0.1686,253.8,2.171,1.064
104988751,4630,423,H,3-1,0.786,0.1298,0.0842,0.7814,0.1391,0.0796,315.0,2.918,0.887
104988752,4630,423,A,0-2,0.2476,0.2406,0.5118,0.2303,0.2842,0.4855,28.7,1.104,1.694
104988753,4630,423,A,2-3,0.2193,0.2076,0.5731,0.2102,0.2287,0.5611,90.1,1.24,2.109
104988754,4630,423,A,0-1,0.1097,0.1542,0.7361,0.1041,0.1653,0.7306,225.8,0.931,2.629
104988755,4630,423,H,3-0,0.4733,0.2327,0.294,0.4649,0.2497,0.2855,173.9,1.763,1.346
104988756,4630,423,H,3-0,0.2993,0.237,0.4637,0.2802,0.2811,0.4387,1.5,1.327,1.704
104988757,4630,423,A,1-3,0.4444,0.2541,0.3014,0.4257,0.2885,0.2857,63.7,1.51,1.198
104988758,4630,423,D,2-2,0.352,0.2413,0.4066,0.3351,0.2765,0.3884,50.5,1.45,1.575
105462393,4630,423,A,0-6,0.0431,0.0899,0.867,0.0398,0.0966,0.8636,352.0,0.674,3.31
105462394,4724,499,H,2-1,0.7873,0.1378,0.0749,0.7821,0.1482,0.0697,480.0,2.646,0.701
105462395,4634,419,D,0-0,0.3483,0.2532,0.3985,0.3264,0.2989,0.3747,21.7,1.337,1.447
105462396,4724,499,H,2-1,0.4463,0.2581,0.2956,0.427,0.2934,0.2796,62.9,1.478,1.153
105462397,4629,200,A,0-3,0.3356,0.2571,0.4074,0.3128,0.3054,0.3818,10.9,1.274,1.43
105462398,4634,419,H,1-0,0.2952,0.2603,0.4446,0.2829,0.286,0.4311,99.5,1.137,1.457
105462399,4724,499,A,1-2,0.4697,0.2421,0.2882,0.4595,0.262,0.2785,129.4,1.654,1.245
105462400,4675,477,H,2-1,0.4595,0.2411,0.2993,0.4483,0.2627,0.2889,110.6,1.655,1.291
105462401,4629,200,A,1-2,0.6215,0.2074,0.1712,0.6136,0.223,0.1633,278.4,2.035,0.965
105462402,4634,419,H,2-1,0.5339,0.2394,0.2267,0.5248,0.2576,0.2176,207.7,1.709,1.026
105462403,4675,477,A,0-2,0.1248,0.1855,0.6897,0.1177,0.1996,0.6827,200.0,0.811,2.194
105462404,4724,499,D,1-1,0.4263,0.2492,0.3244,0.4138,0.2735,0.3127,99.5,1.53,1.304
105462405,4724,499,A,0-1,0.4689,0.2603,0.2708,0.459,0.2801,0.2609,190.6,1.482,1.06
105462406,4629,200,H,1-0,0.6472,0.2069,0.1459,0.6393,0.2226,0.138,215.0,1.986,0.818
105462407,4629,200,D,2-2,0.437,0.2543,0.3088,0.4249,0.2777,0.2974,109.0,1.499,1.219
105462408,4629,200,A,0-2,0.5088,0.2594,0.2318,0.499,0.2789,0.222,182.5,1.515,0.93
105462409,4634,419,H,5-1,0.5279,0.2335,0.2387,0.5191,0.251,0.2299,291.4,1.776,1.118
105462410,4629,200,H,2-1,0.3178,0.2661,0.416,0.2943,0.3174,0.3883,3.2,1.163,1.371
105462411,4724,499,H,1-0,0.488,0.2487,0.2633,0.4748,0.2734,0.2518,99.6,1.601,1.108
105462415,4629,200,A,1-5,0.2148,0.236,0.5492,0.2017,0.269,0.5293,64.2,0.997,1.744
105462416,4634,419,D,2-2,0.1825,0.2363,0.5812,0.1736,0.2542,0.5722,168.5,0.848,1.723
105462417,4724,499,D,0-0,0.3718,0.2751,0.3531,0.3513,0.3156,0.3331,54.4,1.23,1.191
105462418,4675,477,A,2-3,0.3041,0.2441,0.4518,0.2841,0.2897,0.4263,10.6,1.283,1.615
105462419,4634,419,D,3-3,0.4075,0.2714,0.3211,0.388,0.3084,0.3036,63.2,1.319,1.139
105462420,4724,499,A,1-4,0.315,0.2618,0.4232,0.2938,0.3083,0.3979,28.9,1.184,1.415
105462421,4629,200,A,0-1,0.3236,0.2587,0.4176,0.301,0.308,0.3911,8.0,1.229,1.433
105462422,4634,419,D,1-1,0.4727,0.2696,0.2576,0.4626,0.2899,0.2475,159.3,1.411,0.965
105462423,4675,477,A,0-6,0.3638,0.2474,0.3889,0.3489,0.2776,0.3736,71.9,1.425,1.481
105462424,4675,477,A,1-2,0.3784,0.2553,0.3663,0.3572,0.2973,0.3455,38.4,1.39,1.363
105462425,4675,477,A,1-4,0.2333,0.218,0.5488,0.2235,0.2399,0.5365,92.9,1.218,1.972
105462426,4675,477,D,1-1,0.4682,0.2449,0.2868,0.4459,0.2844,0.2697,42.6,1.623,1.218
105462427,4675,477,A,0-2,0.2232,0.2271,0.5497,0.2112,0.2566,0.5323,70.3,1.095,1.848
105462428,4724,499,D,1-1,0.576,0.2327,0.1913,0.5671,0.2504,0.1825,209.4,1.766,0.909
105462429,4634,419,H,3-2,0.2836,0.2695,0.4469,0.2616,0.3206,0.4178,16.3,1.047,1.387
105462432,4629,200,D,0-0,0.3219,0.2382,0.4399,0.3098,0.2637,0.4265,84.8,1.391,1.662
105462433,4634,419,H,1-0,0.4955,0.2476,0.257,0.4861,0.2664,0.2476,193.1,1.617,1.092
105462434,4724,499,A,0-1,0.3037,0.2522,0.4441,0.285,0.294,0.421,39.0,1.219,1.527
105462435,4675,477,D,2-2,0.1598,0.1897,0.6505,0.1526,0.2046,0.6428,140.7,1.03,2.258
105462438,4724,499,H,4-0,0.58,0.2111,0.2089,0.5723,0.2265,0.2012,280.4,2.046,1.152
105462439,4724,499,A,1-6,0.2354,0.2355,0.5291,0.226,0.2551,0.519,130.6,1.089,1.752
105462443,4634,419,H,1-0,0.449,0.2704,0.2806,0.4388,0.2908,0.2704,166.5,1.382,1.032
106903882,4675,477,H,2-0,0.7676,0.1433,0.0891,0.7623,0.154,0.0837,364.9,2.673,0.813
106903883,4675,477,H,3-1,0.4708,0.2406,0.2886,0.4618,0.2586,0.2796,185.1,1.671,1.259
106903884,4630,423,D,1-1,0.4252,0.2275,0.3473,0.4082,0.2597,0.332,47.2,1.766,1.579
106903885,4675,477,A,1-2,0.414,0.2444,0.3416,0.3917,0.2865,0.3217,27.5,1.557,1.394
106903886,4630,423,D,2-2,0.5647,0.2216,0.2137,0.5564,0.2382,0.2054,306.8,1.91,1.091
106903887,4630,423,H,1-0,0.6241,0.202,0.1739,0.6166,0.217,0.1664,220.0,2.115,1.023
106903888,4630,423,A,0-4,0.4628,0.2318,0.3054,0.4529,0.2512,0.296,116.5,1.765,1.396
106903889,4630,423,H,2-1,0.8328,0.1076,0.0595,0.8289,0.1155,0.0556,361.0,3.131,0.771
106903890,4630,423,H,2-1,0.4405,0.2456,0.3139,0.4287,0.2684,0.3029,105.5,1.586,1.302
106903891,4630,423,D,1-1,0.4569,0.2434,0.2998,0.4464,0.2638,0.2898,123.5,1.628,1.274
106903892,4630,423,D,2-2,0.6755,0.189,0.1355,0.6684,0.2033,0.1283,291.1,2.186,0.864
106903893,4675,477,H,1-0,0.4742,0.246,0.2799,0.4567,0.2774,0.2659,69.9,1.618,1.186
106903894,4675,477,D,3-3,0.506,0.2363,0.2577,0.4972,0.254,0.2488,155.0,1.74,1.175
106903895,4675,477,H,2-0,0.7853,0.1343,0.0804,0.7803,0.1443,0.0755,377.2,2.773,0.794
106903896,4675,477,H,8-1,0.7884,0.1288,0.0828,0.7838,0.1379,0.0782,415.4,2.926,0.88
106903897,4630,423,H,2-0,0.5052,0.234,0.2607,0.4965,0.2515,0.252,241.4,1.766,1.206
106903898,4675,477,H,2-0,0.6382,0.2011,0.1607,0.6306,0.2163,0.1531,196.1,2.095,0.946
107396010,4634,419,D,2-2,0.3471,0.264,0.3889,0.3284,0.3025,0.3691,55.2,1.252,1.341
107396011,4634,419,A,2-3,0.4623,0.2489,0.2888,0.4521,0.269,0.2788,137.4,1.578,1.195
107396012,4634,419,H,4-0,0.7429,0.1605,0.0967,0.7368,0.1727,0.0906,433.2,2.424,0.753
107396013,4634,419,A,0-2,0.3183,0.275,0.4067,0.2954,0.3244,0.3802,27.1,1.11,1.293
107396014,4629,200,H,1-0,0.4396,0.2666,0.2938,0.4163,0.3087,0.275,47.1,1.4,1.093
107396015,4629,200,H,1-0,0.3657,0.2618,0.3725,0.3505,0.2923,0.3572,79.5,1.311,1.325
107396016,4634,419,H,1-0,0.4186,0.2748,0.3066,0.3998,0.3101,0.2901,69.7,1.312,1.081
107396017,4629,200,D,2-2,0.6294,0.205,0.1656,0.6217,0.2204,0.1579,385.9,2.056,0.949
107396018,4634,419,H,2-0,0.5381,0.2369,0.225,0.5291,0.2549,0.216,247.0,1.736,1.035
107396019,4675,477,A,1-2,0.2337,0.2257,0.5405,0.2248,0.2443,0.5309,127.5,1.155,1.869
107396020,4634,419,A,2-3,0.2363,0.2485,0.5152,0.2269,0.2674,0.5057,150.3,1.008,1.615
107396021,4634,419,H,2-0,0.1868,0.2281,0.585,0.1782,0.2455,0.5764,214.3,0.914,1.811
107396022,4634,419,H,1-0,0.4759,0.2649,0.2592,0.4647,0.2868,0.2485,131.2,1.45,0.995
107396023,4634,419,H,1-0,0.7098,0.1763,0.1138,0.7031,0.1897,0.1071,364.7,2.277,0.789
107396024,4630,423,H,3-2,0.4077,0.2343,0.358,0.3906,0.2674,0.342,51.0,1.653,1.536
107396025,4724,499,A,0-1,0.2327,0.2336,0.5337,0.2227,0.2552,0.5221,109.9,1.091,1.774
107456180,4629,200,A,0-1,0.3283,0.2463,0.4253,0.3101,0.2856,0.4043,41.4,1.339,1.557
107701020,4724,499,A,1-2,0.4488,0.2632,0.288,0.4388,0.2832,0.278,264.0,1.438,1.097
107701021,4724,499,D,2-2,0.4257,0.2544,0.3199,0.4057,0.2918,0.3025,54.0,1.482,1.251
107701022,4724,499,H,1-0,0.6555,0.1982,0.1463,0.648,0.2132,0.1388,368.4,2.096,0.874
107701023,4724,499,A,0-1,0.4182,0.2659,0.3159,0.4061,0.2897,0.3042,114.1,1.377,1.16
107701024,4724,499,D,1-1,0.5802,0.2311,0.1886,0.5715,0.2487,0.1798,235.9,1.78,0.905
107701025,4724,499,A,2-3,0.4078,0.2712,0.321,0.3827,0.3182,0.2991,33.3,1.321,1.14
107701026,4724,499,H,1-0,0.405,0.2404,0.3546,0.391,0.2677,0.3413,77.9,1.581,1.466
107701027,4724,499,H,4-2,0.5054,0.2549,0.2397,0.4934,0.2776,0.229,116.8,1.552,0.983
107701029,4724,499,D,2-2,0.4592,0.2439,0.2969,0.45,0.2622,0.2878,162.8,1.625,1.26
107991856,4629,200,D,2-2,0.4851,0.2519,0.263,0.4743,0.2729,0.2528,129.7,1.569,1.086
107991857,4629,200,A,0-2,0.3348,0.2548,0.4104,0.3144,0.2981,0.3875,34.2,1.289,1.454
107991867,4630,423,H,4-3,0.5133,0.226,0.2608,0.5044,0.2434,0.2522,140.8,1.868,1.274
107991871,4629,200,H,2-0,0.6476,0.205,0.1474,0.6398,0.2206,0.1396,309.7,2.013,0.838
107991872,4629,200,H,1-0,0.3866,0.2633,0.35,0.3766,0.2834,0.34,173.1,1.342,1.264
107991873,4629,200,A,1-2,0.5258,0.2379,0.2363,0.5167,0.256,0.2273,202.4,1.725,1.076
109292214,4675,477,H,3-1,0.5949,0.2098,0.1954,0.5871,0.2253,0.1876,216.7,2.046,1.087
109292215,4675,477,A,2-3,0.1266,0.1741,0.6993,0.1198,0.1888,0.6914,129.4,0.908,2.373
109292216,4630,423,D,1-1,0.2497,0.2215,0.5288,0.2338,0.2622,0.504,14.4,1.265,1.928
109292218,4675,477,A,1-5,0.2069,0.2216,0.5715,0.198,0.2406,0.5614,122.7,1.057,1.905
109292219,4630,423,H,3-0,0.2895,0.2345,0.476,0.275,0.2674,0.4576,56.5,1.313,1.744
109292220,4630,423,D,1-1,0.3998,0.2374,0.3628,0.3881,0.2605,0.3514,94.1,1.603,1.517
109292221,4630,423,H,2-1,0.3016,0.2443,0.4541,0.286,0.2789,0.4351,56.7,1.273,1.616
109292223,4675,477,A,0-3,0.2734,0.2298,0.4967,0.2564,0.2711,0.4725,19.9,1.293,1.814
109292224,4675,477,A,2-5,0.0707,0.1142,0.8152,0.0667,0.1221,0.8112,270.8,0.875,3.138
109292225,4675,477,D,1-1,0.3999,0.2469,0.3532,0.3877,0.2711,0.3413,97.2,1.508,1.403
109292226,4675,477,A,1-3,0.4076,0.2539,0.3385,0.396,0.2767,0.3272,112.4,1.457,1.305
109834363,4634,419,A,0-3,0.3981,0.249,0.3529,0.3795,0.2851,0.3354,53.2,1.485,1.384
109834364,4629,200,A,2-6,0.2243,0.2264,0.5494,0.2158,0.2433,0.5409,195.3,1.106,1.858
109834365,4634,419,H,2-0,0.3159,0.2708,0.4133,0.2952,0.3155,0.3893,40.8,1.129,1.332
109834366,4634,419,A,0-1,0.5571,0.2401,0.2028,0.548,0.2584,0.1937,268.2,1.696,0.919
109834367,4629,200,H,2-0,0.3873,0.25,0.3627,0.3737,0.2769,0.3494,86.4,1.454,1.399
109834368,4634,419,H,1-0,0.4445,0.2588,0.2967,0.4337,0.28,0.2862,134.2,1.469,1.151
109834369,4629,200,H,2-1,0.5662,0.236,0.1978,0.5572,0.254,0.1888,236.4,1.735,0.92
109834370,4629,200,H,2-1,0.3252,0.2633,0.4116,0.304,0.3087,0.3873,33.2,1.202,1.386
109834371,4629,200,D,2-2,0.6614,0.189,0.1496,0.6544,0.203,0.1425,278.4,2.236,0.964
109834372,4634,419,A,1-2,0.4602,0.2579,0.2819,0.4504,0.2776,0.2721,153.4,1.494,1.11
109834373,4629,200,D,1-1,0.4435,0.265,0.2915,0.4231,0.3021,0.2748,60.9,1.417,1.096
109834374,4634,419,H,2-0,0.5621,0.2422,0.1957,0.553,0.2605,0.1866,303.0,1.673,0.877
109834375,4634,419,H,1-0,0.2942,0.2502,0.4556,0.2779,0.2867,0.4354,55.2,1.203,1.559
109834376,4724,499,A,0-1,0.3302,0.2621,0.4077,0.309,0.3072,0.3838,33.5,1.223,1.389
109834377,4629,200,A,1-3,0.3865,0.2732,0.3403,0.3633,0.318,0.3187,41.1,1.27,1.174
109834378,4634,419,A,2-4,0.1583,0.2148,0.6269,0.1502,0.2311,0.6187,203.4,0.843,1.92
109834379,4675,477,H,2-0,0.4721,0.2412,0.2867,0.4595,0.265,0.2755,97.2,1.666,1.247
109834380,4675,477,H,2-1,0.3835,0.2623,0.3541,0.3727,0.2839,0.3434,132.3,1.344,1.281
109834381,4634,419,H,1-0,0.4681,0.2618,0.2701,0.4581,0.2817,0.2602,218.1,1.469,1.049
109834382,4629,200,A,2-3,0.4162,0.2608,0.3229,0.3939,0.3026,0.3035,43.9,1.413,1.213
109834383,4634,419,H,2-0,0.6033,0.2289,0.1677,0.5947,0.2462,0.1591,289.7,1.782,0.815
110164295,4724,499,D,1-1,0.5627,0.2227,0.2146,0.5543,0.2394,0.2063,278.3,1.898,1.088
110164296,4724,499,H,1-0,0.6398,0.1998,0.1604,0.6323,0.2148,0.1529,324.2,2.113,0.954
110164297,4724,499,A,2-3,0.4936,0.2373,0.2691,0.4847,0.255,0.2603,198.7,1.724,1.213
110164298,4724,499,A,1-3,0.2346,0.2496,0.5158,0.2251,0.2685,0.5063,179.4,0.995,1.605
110164299,4629,200,A,1-3,0.4465,0.2589,0.2946,0.4367,0.2786,0.2847,214.3,1.471,1.144
110164300,4724,499,A,2-3,0.3478,0.2536,0.3986,0.3348,0.2802,0.385,90.5,1.333,1.444
110164301,4724,499,A,0-2,0.3729,0.2751,0.352,0.3485,0.323,0.3285,32.1,1.232,1.189
110164302,4724,499,H,1-0,0.4925,0.25,0.2574,0.483,0.2691,0.2479,246.8,1.591,1.078
110164303,4724,499,A,0-1,0.2405,0.2538,0.5057,0.228,0.2822,0.4898,86.4,0.993,1.562
110164304,4724,499,D,0-0,0.6217,0.2127,0.1656,0.6136,0.2289,0.1575,344.1,1.958,0.897
110919358,4630,423,H,5-0,0.714,0.1592,0.1268,0.7085,0.1702,0.1213,297.3,2.649,1.05
110919359,4630,423,H,2-0,0.2842,0.2409,0.475,0.2667,0.2817,0.4516,34.3,1.241,1.672
110919361,4630,423,H,4-2,0.6926,0.1714,0.136,0.6865,0.1837,0.1298,421.2,2.467,1.01
110919363,4630,423,A,0-1,0.3521,0.2513,0.3966,0.3401,0.2756,0.3843,100.3,1.362,1.461
111217220,4630,423,A,0-4,0.1728,0.1928,0.6344,0.1658,0.2067,0.6275,189.3,1.092,2.249
111217228,4630,423,H,2-0,0.1245,0.1773,0.6982,0.1178,0.1907,0.6915,204.6,0.866,2.313
113581745,4629,200,H,2-1,0.4691,0.2541,0.2768,0.4529,0.2838,0.2633,80.2,1.537,1.119
113581746,4634,419,H,1-0,0.4465,0.2678,0.2857,0.4364,0.2881,0.2755,172.1,1.399,1.062
113891820,4630,423,D,1-1,0.3334,0.236,0.4307,0.3152,0.2751,0.4097,30.3,1.448,1.674
113891821,4724,499,A,1-2,0.3535,0.2574,0.3891,0.3319,0.3018,0.3663,31.6,1.317,1.394
113891822,4675,477,A,0-2,0.6269,0.1835,0.1897,0.6209,0.1954,0.1837,149.5,2.46,1.308
113891823,4630,423,H,2-0,0.5944,0.2129,0.1927,0.5864,0.2288,0.1848,204.1,2.0,1.048
113891824,4629,200,A,2-5,0.2018,0.2249,0.5732,0.193,0.2431,0.5639,140.5,1.008,1.86
113891825,4630,423,H,2-1,0.6994,0.1685,0.1321,0.6934,0.1806,0.126,298.5,2.5,1.005
113891826,4630,423,D,3-3,0.168,0.1974,0.6346,0.16,0.2156,0.6244,110.4,1.021,2.166
113891827,4630,423,D,1-1,0.3967,0.2598,0.3434,0.3821,0.2884,0.3295,85.8,1.388,1.273
113891828,4630,423,H,2-1,0.4953,0.2367,0.268,0.4852,0.2564,0.2584,126.5,1.731,1.213
113891829,4675,477,A,0-2,0.4287,0.2526,0.3187,0.4149,0.2791,0.306,90.8,1.503,1.261
113891830,4675,477,D,0-0,0.5148,0.2447,0.2406,0.5054,0.2633,0.2313,178.4,1.653,1.049
113891831,4675,477,H,2-1,0.8444,0.1016,0.054,0.8408,0.109,0.0503,393.6,3.199,0.745
113891832,4675,477,D,0-0,0.7118,0.1685,0.1198,0.7055,0.181,0.1135,337.0,2.432,0.897
113891834,4724,499,D,1-1,0.4934,0.2463,0.2603,0.4834,0.2659,0.2507,144.5,1.628,1.113
113891835,4630,423,H,4-3,0.5287,0.2213,0.25,0.5207,0.2373,0.242,159.5,1.931,1.268
113891836,4724,499,H,1-0,0.4594,0.2657,0.2749,0.4476,0.2886,0.2638,121.7,1.429,1.041
113891837,4634,419,D,0-0,0.4807,0.2675,0.2518,0.4706,0.2876,0.2417,159.9,1.433,0.957
113891838,4724,499,H,1-0,0.2885,0.2578,0.4537,0.2688,0.3031,0.4281,31.9,1.132,1.488
113891839,4629,200,D,1-1,0.4186,0.2574,0.324,0.4079,0.2785,0.3136,134.2,1.445,1.24
113891841,4634,419,H,1-0,0.643,0.2048,0.1522,0.6352,0.2204,0.1444,348.3,2.027,0.869
113891847,4634,419,A,0-3,0.3385,0.2676,0.3939,0.3142,0.3184,0.3673,10.5,1.207,1.324
113891848,4630,423,D,2-2,0.6312,0.202,0.1668,0.6236,0.2172,0.1592,308.2,2.097,0.977
113891849,4675,477,A,0-3,0.4806,0.2298,0.2896,0.4654,0.2573,0.2772,71.7,1.805,1.357
113891851,4634,419,A,0-1,0.435,0.2599,0.3052,0.4228,0.2836,0.2937,111.2,1.448,1.169
113891852,4724,499,A,0-3,0.5139,0.2354,0.2507,0.5043,0.2542,0.2415,138.5,1.753,1.154
114502448,4634,419,H,2-0,0.6471,0.2026,0.1503,0.6395,0.218,0.1426,266.7,2.05,0.871
114502449,4675,477,D,3-3,0.6738,0.1856,0.1406,0.6669,0.1994,0.1337,238.1,2.255,0.926
114502450,4630,423,D,0-0,0.4371,0.2239,0.3391,0.4295,0.239,0.3315,172.0,1.833,1.595
114502451,4629,200,H,2-0,0.2933,0.2526,0.454,0.275,0.2943,0.4307,40.4,1.183,1.535
114502452,4634,419,H,3-2,0.4803,0.2496,0.2701,0.4708,0.2686,0.2606,172.4,1.587,1.126
114502453,4675,477,D,1-1,0.5547,0.2327,0.2126,0.5458,0.2504,0.2038,161.8,1.779,1.008
114502454,4629,200,A,0-2,0.4072,0.2556,0.3372,0.3935,0.2823,0.3242,91.5,1.442,1.289
114502455,4629,200,A,0-3,0.3244,0.2577,0.4179,0.3058,0.2974,0.3968,48.5,1.239,1.442
114502456,4630,423,H,2-1,0.7073,0.1628,0.1299,0.7016,0.1742,0.1242,308.6,2.595,1.041
114502457,4629,200,A,0-1,0.2072,0.2315,0.5613,0.1924,0.2718,0.5358,40.2,0.99,1.789
114502459,4629,200,A,1-2,0.5897,0.2319,0.1785,0.5809,0.2494,0.1697,297.8,1.764,0.852
114502460,4675,477,D,2-2,0.5715,0.2147,0.2138,0.5636,0.2305,0.206,145.8,2.001,1.147
114502461,4629,200,A,0-2,0.301,0.2491,0.4499,0.288,0.2771,0.435,83.4,1.233,1.563
114502464,4634,419,A,0-1,0.2828,0.267,0.4502,0.2699,0.2947,0.4355,93.7,1.058,1.409
114502478,4634,419,D,0-0,0.4305,0.2687,0.3008,0.4179,0.2932,0.2889,111.3,1.372,1.101
115046296,4634,419,A,1-2,0.3386,0.2456,0.4158,0.3173,0.291,0.3917,9.1,1.375,1.548
115046297,4724,499,H,2-0,0.8068,0.1278,0.0653,0.802,0.1375,0.0605,511.0,2.735,0.664
115046306,4724,499,D,1-1,0.3561,0.2588,0.3852,0.3365,0.2987,0.3648,47.8,1.312,1.375
115046308,4724,499,H,3-0,0.7431,0.163,0.0938,0.7369,0.1755,0.0876,390.3,2.365,0.71
115046356,4724,499,D,1-1,0.3851,0.2705,0.3444,0.3661,0.3075,0.3264,62.4,1.287,1.202
115046359,4724,499,D,0-0,0.2751,0.2499,0.4749,0.2641,0.2731,0.4628,108.7,1.141,1.58
115356386,4630,423,D,1-1,0.2446,0.2196,0.5359,0.2289,0.2606,0.5106,7.6,1.259,1.954
115356387,4630,423,D,1-1,0.5531,0.2184,0.2285,0.5451,0.2343,0.2206,242.0,1.963,1.191
115356388,4630,423,H,3-1,0.3345,0.2473,0.4182,0.3145,0.2899,0.3955,29.2,1.349,1.536
115356436,4630,423,D,1-1,0.302,0.252,0.4461,0.2845,0.2907,0.4247,48.8,1.215,1.532
115356437,4630,423,H,1-0,0.475,0.2437,0.2813,0.4649,0.2635,0.2716,134.4,1.642,1.208
115638602,4630,423,D,0-0,0.3001,0.2345,0.4654,0.2819,0.2763,0.4418,18.8,1.352,1.735
115638624,4630,423,H,4-1,0.673,0.1826,0.1444,0.6663,0.196,0.1377,303.8,2.316,0.978
115638636,4630,423,H,2-0,0.859,0.0935,0.0475,0.8556,0.1003,0.0441,437.1,3.305,0.72
115881744,4630,423,H,4-3,0.4918,0.2262,0.282,0.4711,0.2621,0.2668,38.2,1.858,1.361
115881745,4630,423,H,3-1,0.9545,0.0336,0.0119,0.9533,0.036,0.0108,573.6,4.58,0.556
116077385,4629,200,H,3-1,0.4809,0.2478,0.2713,0.4708,0.2677,0.2615,141.2,1.605,1.143
116077388,4675,477,D,1-1,0.5365,0.2366,0.2269,0.5275,0.2546,0.2179,237.5,1.739,1.045
116370399,4629,200,D,1-1,0.5754,0.2275,0.1971,0.5668,0.2447,0.1885,291.7,1.827,0.969
116370400,4675,477,H,2-1,0.3915,0.2506,0.3579,0.3805,0.2724,0.3471,116.8,1.457,1.382
